post_id,platform,post_type,day_of_week,post_hour,hashtag_count,caption_length,followers_count,is_paid_promotion,ad_spend_usd,video_duration_sec,impressions,likes,comments,shares,total_engagements,engagement_rate_pct
644,Facebook,Carousel,Tuesday,17,9,87.0,16748,0,0.0,0,11856,163,15,41,219,1.87
645,Instagram,Image,Monday,17,12,163.0,15149,1,6.38,0,14312,228,18,41,287,2.07
646,TikTok,Video,Wednesday,9,11,106.0,13386,0,0.0,129,3306,67,10,9,86,2.97
647,Twitter/X,Reel/Short,Thursday,1,13,87.0,4030,0,0.0,31,3119,27,4,2,33,1.1
648,LinkedIn,Carousel,Tuesday,8,0,48.0,45219,1,0.73,0,6924,50,8,11,69,1.14
649,LinkedIn,Text,Monday,13,13,72.0,18485,0,0.0,0,1372,7,1,2,10,0.78
650,Facebook,Video,Saturday,18,13,52.0,20627,0,,173,4889,80,15,10,105,2.44
651,Instagram,Carousel,Wednesday,9,7,61.0,5501,1,61.96,0,2864,75,11,15,101,3.35
652,Twitter/X,Image,Wednesday,22,13,79.0,8061,0,0.0,0,3225,20,1,7,28,0.95
653,Twitter/X,Text,Sunday,3,0,26.0,11006,1,147.83,0,2132,11,1,3,15,0.81
654,LinkedIn,Video,Monday,5,1,136.0,2471,0,0.0,152,275,1,0,0,1,1.09
655,Facebook,Video,Monday,13,6,271.0,2086,1,44.95,96,1190,12,1,3,16,1.54
656,Instagram,Carousel,Sunday,3,14,291.0,6899,1,12.83,0,4623,83,5,23,111,2.35
657,Instagram,Reel/Short,Thursday,14,7,124.0,23736,0,0.0,91,27424,543,115,138,796,3.0
658,Facebook,Image,Monday,15,0,250.0,6512,1,82.0,0,1756,16,2,4,22,1.2
659,Twitter/X,Reel/Short,Sunday,6,14,60.0,4356,0,0.0,124,1365,24,2,4,30,2.29
660,Twitter/X,Image,Thursday,16,2,42.0,5452,0,0.0,0,1211,4,0,1,5,0.62
661,Facebook,Video,Thursday,18,6,249.0,8095,0,0.0,28,3440,60,4,19,83,2.36
662,TikTok,Image,Friday,18,12,25.0,9052,0,0.0,0,9155,202,24,46,272,3.39
663,Twitter/X,Video,Wednesday,16,8,114.0,144650,1,,93,56824,455,80,122,657,1.26
664,Instagram,Carousel,Saturday,5,7,98.0,42620,0,0.0,0,23880,305,53,72,430,1.77
665,Instagram,Image,Wednesday,10,7,140.0,41243,1,46.21,0,20429,151,10,42,203,1.0
666,Instagram,Video,Wednesday,15,14,235.0,48312,0,0.0,131,28547,369,44,116,529,1.91
667,Instagram,Reel/Short,Friday,7,8,12.0,4452,0,0.0,156,6302,130,15,11,156,3.41
668,Instagram,Image,Thursday,10,9,294.0,3482,0,0.0,0,1300,19,3,4,26,1.93
669,Instagram,Text,Thursday,6,2,255.0,3953,0,0.0,0,2082,21,3,5,29,1.38
670,Instagram,Video,Monday,23,7,91.0,57985,1,16.54,99,54505,712,98,206,1016,2.0
671,Instagram,Carousel,Friday,21,0,208.0,7317,1,107.32,0,1783,42,3,11,56,3.39
672,TikTok,Image,Monday,18,7,223.0,3372,1,52.21,0,5092,78,14,7,99,2.53
673,Instagram,Image,Friday,9,12,245.0,8315,1,48.37,0,6859,75,12,15,102,1.65
674,Twitter/X,Image,Monday,8,6,262.0,10275,0,0.0,0,4420,32,6,9,47,1.03
675,Facebook,Image,Tuesday,3,12,113.0,17948,0,0.0,0,6111,46,5,15,66,1.08
676,TikTok,Image,Sunday,22,14,260.0,17606,1,2.68,0,14808,150,34,22,206,1.58
677,Instagram,Carousel,Wednesday,14,7,286.0,5372,0,0.0,0,2310,34,4,7,45,2.0
678,Facebook,Reel/Short,Wednesday,12,0,224.0,28402,0,0.0,25,6583,87,10,28,125,2.02
679,TikTok,Reel/Short,Saturday,1,5,87.0,6613,0,0.0,115,10682,337,40,94,471,4.42
680,TikTok,Carousel,Sunday,1,6,111.0,11249,0,0.0,0,15111,325,50,86,461,3.3
681,TikTok,Image,Thursday,15,13,73.0,28437,0,0.0,0,10436,217,45,17,279,3.04
682,Instagram,Image,Saturday,8,10,101.0,6594,1,77.8,0,6175,117,22,35,174,2.98
683,Instagram,Video,Tuesday,12,4,216.0,7141,0,0.0,16,8694,187,27,52,266,2.97
684,LinkedIn,Image,Saturday,2,13,290.0,25612,0,0.0,0,4397,21,2,6,29,0.72
685,TikTok,Carousel,Wednesday,8,4,241.0,5200,0,0.0,0,3601,53,5,17,75,2.45
686,Twitter/X,Carousel,Thursday,12,6,12.0,8749,1,137.87,0,3652,47,7,10,64,2.14
687,Twitter/X,Video,Tuesday,20,14,298.0,24620,1,83.01,71,17282,321,56,115,492,2.68
688,Instagram,Video,Wednesday,21,10,193.0,127963,1,41.19,119,171786,4126,810,1323,6259,3.77
689,LinkedIn,Reel/Short,Sunday,1,14,85.0,26002,0,0.0,19,4869,66,6,15,87,1.91
690,Instagram,Text,Monday,7,2,112.0,22469,1,100.91,0,8871,57,5,19,81,0.95
691,Facebook,Video,Friday,8,5,71.0,23953,1,167.2,26,15549,202,24,64,290,1.78
692,Facebook,Reel/Short,Tuesday,15,6,178.0,4103,1,25.42,122,3186,50,9,13,72,2.0
693,Twitter/X,Reel/Short,Thursday,1,0,47.0,15171,1,33.49,117,3603,47,7,11,65,1.88
694,Instagram,Video,Saturday,5,11,191.0,12929,0,0.0,99,10679,204,22,41,267,2.52
695,Instagram,Video,Sunday,21,1,204.0,19029,0,0.0,163,28639,608,66,93,767,2.83
696,Twitter/X,Carousel,Saturday,7,11,43.0,15186,0,0.0,0,4644,57,4,7,68,1.59
697,Instagram,Reel/Short,Tuesday,4,3,224.0,20285,0,0.0,79,15311,178,27,42,247,1.81
698,Twitter/X,Reel/Short,Sunday,8,12,8.0,9484,1,374.76,10,7151,185,31,40,256,3.39
699,Instagram,Image,Thursday,0,7,125.0,14249,1,138.73,0,3555,52,9,6,67,1.9
700,Facebook,Video,Tuesday,8,10,81.0,3461,1,109.55,141,2475,16,2,5,23,0.98
701,Twitter/X,Carousel,Thursday,9,12,183.0,9396,0,0.0,0,2575,21,2,5,28,1.24
702,Instagram,Carousel,Saturday,22,13,137.0,61692,0,0.0,0,12970,350,52,68,470,3.42
703,Facebook,Image,Wednesday,3,9,233.0,18971,0,0.0,0,4632,49,8,9,66,1.46
704,Instagram,Reel/Short,Sunday,2,5,280.0,13055,0,0.0,23,5020,115,9,10,134,3.39
705,Instagram,Carousel,Monday,9,0,156.0,107552,0,0.0,0,29834,433,77,129,639,1.92
706,TikTok,Reel/Short,Wednesday,14,9,168.0,2990,0,0.0,145,3784,77,15,13,105,3.1
707,Facebook,Reel/Short,Monday,10,4,294.0,3942,0,0.0,127,1285,8,1,2,11,1.02
708,TikTok,Text,Saturday,13,6,113.0,87902,1,25.16,0,83319,491,73,118,682,0.83
709,Instagram,Video,Sunday,5,14,130.0,14052,0,0.0,104,11461,224,38,52,314,2.75
710,LinkedIn,Carousel,Wednesday,11,12,244.0,10230,1,251.92,0,3064,45,6,9,60,1.94
711,LinkedIn,Image,Wednesday,12,5,150.0,3571,0,0.0,0,1167,9,0,1,10,1.2
712,Twitter/X,Carousel,Tuesday,16,12,256.0,21861,0,0.0,0,10463,113,9,15,137,1.43
713,Facebook,Image,Friday,15,12,187.0,24316,1,48.27,0,8921,116,11,27,154,1.98
714,Facebook,Carousel,Saturday,2,11,76.0,4008,1,118.15,0,896,13,2,3,18,2.09
715,Facebook,Image,Thursday,1,8,223.0,11449,0,0.0,0,6956,54,7,11,72,1.22
716,TikTok,Image,Saturday,10,7,211.0,9236,0,0.0,0,6464,85,13,11,109,1.96
717,TikTok,Image,Thursday,8,14,177.0,17704,0,0.0,0,4911,132,21,11,164,3.51
718,TikTok,Image,Sunday,2,3,145.0,3900,1,78.65,0,3168,62,8,17,87,3.05
719,Instagram,Text,Thursday,17,12,276.0,52952,1,96.45,0,23219,191,31,33,255,1.08
720,LinkedIn,Text,Monday,19,10,218.0,36585,0,0.0,0,5382,17,2,2,21,0.5
721,TikTok,Carousel,Thursday,14,11,273.0,8959,0,0.0,0,9981,203,29,62,294,3.36
722,Instagram,Image,Thursday,13,4,24.0,10529,1,240.18,0,9873,145,19,21,185,2.37
723,Instagram,Image,Tuesday,1,6,70.0,11498,0,0.0,0,8432,173,33,35,241,2.75
724,LinkedIn,Image,Wednesday,16,7,151.0,5675,1,96.6,0,1453,3,0,0,3,0.34
725,Twitter/X,Image,Saturday,21,4,169.0,8202,0,0.0,0,6388,89,6,29,124,1.93
726,TikTok,Reel/Short,Saturday,7,8,10.0,9923,0,0.0,139,7336,212,41,27,280,3.92
727,Instagram,Image,Sunday,9,13,18.0,78759,0,0.0,0,58112,873,166,174,1213,2.25
728,LinkedIn,Video,Sunday,17,9,136.0,37845,0,0.0,141,10489,86,8,29,123,1.18
729,Instagram,Image,Thursday,18,11,247.0,37351,0,0.0,0,38046,945,80,158,1183,3.65
730,Instagram,Image,Friday,7,3,235.0,20068,1,5.04,0,4288,72,7,16,95,2.14
731,Instagram,Carousel,Saturday,7,3,232.0,3908,1,148.92,0,1002,14,2,2,18,2.19
732,TikTok,Carousel,Sunday,2,12,166.0,12763,1,89.66,0,15806,190,33,21,244,1.9
733,LinkedIn,Image,Thursday,2,7,287.0,38852,0,0.0,0,10165,65,7,16,88,0.95
734,Twitter/X,Image,Sunday,11,0,267.0,3347,0,0.0,0,971,7,0,2,9,1.07
735,Facebook,Video,Monday,21,7,135.0,26908,0,0.0,5,18333,156,15,29,200,1.16
736,TikTok,Image,Monday,16,4,229.0,171934,1,217.9,0,157005,3651,256,815,4722,2.96
737,Facebook,Image,Sunday,3,12,262.0,42958,0,0.0,0,10664,100,13,22,135,1.22
738,TikTok,Reel/Short,Monday,16,13,238.0,63286,0,0.0,23,34576,743,95,150,988,3.27
739,Facebook,Carousel,Sunday,13,10,28.0,16986,0,0.0,0,16736,267,40,66,373,2.31
740,Facebook,Carousel,Thursday,18,0,275.0,38743,0,0.0,0,23662,376,72,51,499,2.12
741,Facebook,Video,Tuesday,8,3,99.0,6065,0,0.0,68,2415,32,2,5,39,1.73
742,Facebook,Video,Friday,20,1,146.0,32062,1,88.06,57,27091,298,22,61,381,1.65
743,LinkedIn,Carousel,Thursday,11,3,186.0,27441,1,175.92,0,9029,87,7,28,122,1.4
744,Twitter/X,Carousel,Tuesday,4,7,210.0,18377,1,44.34,0,4352,44,5,6,55,1.31
745,Instagram,Text,Tuesday,10,4,85.0,56817,1,42.69,0,11959,63,11,16,90,0.79
746,TikTok,Image,Saturday,19,0,278.0,7385,1,46.79,0,6136,143,22,19,184,3.35
747,Facebook,Carousel,Thursday,2,6,280.0,10875,0,0.0,0,7131,109,14,14,137,1.97
748,Twitter/X,Video,Thursday,20,0,212.0,14838,0,0.0,105,2836,31,3,7,41,1.47
749,TikTok,Reel/Short,Sunday,14,8,43.0,4304,1,162.72,95,2808,50,6,15,71,2.78
750,Twitter/X,Carousel,Tuesday,13,2,292.0,17147,0,0.0,0,12564,116,15,24,155,1.39
751,Instagram,Carousel,Tuesday,10,11,128.0,2016,0,0.0,0,615,6,1,1,8,1.52
752,TikTok,Image,Tuesday,19,2,287.0,42262,0,0.0,0,44374,1100,93,326,1519,3.17
753,Twitter/X,Carousel,Sunday,7,14,184.0,14062,0,0.0,0,3430,42,6,4,52,1.53
754,Facebook,Image,Saturday,3,14,101.0,7532,0,0.0,0,3755,38,5,9,52,1.36
755,Instagram,Video,Thursday,11,5,195.0,5335,0,0.0,141,3219,45,5,12,62,2.04
756,LinkedIn,Image,Tuesday,7,9,78.0,10321,0,0.0,0,1284,6,1,2,9,0.89
757,Twitter/X,Carousel,Monday,5,5,277.0,28483,1,142.13,0,11951,131,25,42,198,1.48
758,Twitter/X,Image,Thursday,14,12,53.0,24404,0,0.0,0,10505,64,4,18,86,0.9
759,TikTok,Video,Sunday,11,10,214.0,6148,1,162.5,47,7233,139,13,21,173,2.66
760,LinkedIn,Reel/Short,Saturday,15,10,120.0,5267,0,0.0,62,2800,37,4,6,47,1.88
761,Instagram,Image,Monday,15,5,27.0,27517,0,0.0,0,16618,193,31,35,259,1.68
762,Facebook,Carousel,Sunday,20,12,102.0,6035,0,0.0,0,3694,59,5,4,68,2.04
763,Instagram,Video,Wednesday,19,0,194.0,14269,0,0.0,98,15426,258,61,99,418,2.77
764,LinkedIn,Image,Thursday,19,4,186.0,15307,1,38.3,0,7026,66,10,5,81,1.27
765,Instagram,Text,Wednesday,3,11,152.0,18831,1,4.65,0,8330,48,9,13,70,0.85
766,Twitter/X,Image,Sunday,10,5,27.0,34341,1,90.58,0,14491,85,9,22,116,0.79
767,LinkedIn,Video,Sunday,12,7,109.0,3330,1,31.82,69,806,8,1,2,11,1.36
768,TikTok,Carousel,Sunday,8,12,167.0,1632,0,0.0,0,820,15,2,4,21,3.1
769,Facebook,Carousel,Tuesday,3,0,71.0,7156,0,0.0,0,2037,13,1,4,18,1.01
770,TikTok,Carousel,Saturday,11,4,294.0,96923,0,0.0,0,132951,2007,444,347,2798,2.37
771,Instagram,Image,Tuesday,8,2,293.0,123548,0,0.0,0,102233,1762,164,554,2480,2.72
772,TikTok,Image,Saturday,12,1,50.0,100137,0,0.0,0,104956,1191,230,189,1610,1.52
773,Instagram,Text,Friday,15,10,85.0,10804,0,0.0,0,2527,15,2,5,22,0.97
774,Facebook,Carousel,Tuesday,5,7,151.0,1881,0,0.0,0,361,5,1,0,6,2.02
775,LinkedIn,Reel/Short,Wednesday,9,6,226.0,1015,0,0.0,132,644,5,0,0,5,1.24
776,Instagram,Reel/Short,Saturday,12,9,19.0,6799,0,0.0,40,12334,274,48,57,379,3.1
777,Instagram,Reel/Short,Tuesday,6,6,125.0,10744,1,283.53,74,4030,142,9,39,190,4.76
778,LinkedIn,Video,Thursday,18,4,82.0,55864,0,0.0,99,34469,305,45,91,441,1.33
779,LinkedIn,Video,Sunday,23,11,299.0,34703,1,10.94,138,12218,102,17,13,132,1.17
780,Twitter/X,Text,Saturday,18,12,,17156,1,34.81,0,3615,28,4,2,34,1.04
781,LinkedIn,Video,Saturday,16,8,22.0,5019,0,0.0,48,2566,16,1,2,19,1.02
782,Twitter/X,Image,Tuesday,12,4,260.0,4643,0,0.0,0,2304,16,2,3,21,0.96
783,Instagram,Reel/Short,Friday,12,1,281.0,17668,0,0.0,31,26135,517,71,122,710,2.98
784,Facebook,Reel/Short,Tuesday,20,2,31.0,28760,1,241.02,104,7766,102,9,22,133,2.12
785,Instagram,Video,Wednesday,1,3,6.0,20559,1,25.77,56,11034,178,23,45,246,2.28
786,TikTok,Image,Wednesday,9,14,299.0,4281,0,0.0,0,2250,36,7,7,50,2.54
787,Twitter/X,Video,Saturday,21,4,243.0,27329,0,0.0,29,11645,184,19,57,260,2.07
788,Facebook,Reel/Short,Saturday,12,12,17.0,21343,1,69.44,78,16234,359,55,60,474,3.64
789,Facebook,Reel/Short,Tuesday,8,2,188.0,4114,0,0.0,43,1564,14,3,4,21,1.46
790,TikTok,Image,Wednesday,0,11,198.0,5637,1,3.41,0,3677,68,5,16,89,2.64
791,Instagram,Image,Wednesday,13,13,60.0,28491,0,0.0,0,17440,348,53,51,452,2.79
792,Twitter/X,Reel/Short,Friday,15,6,234.0,10322,0,0.0,143,6588,79,13,14,106,1.61
793,Twitter/X,Video,Thursday,19,4,32.0,76731,1,9.49,117,45084,408,79,77,564,1.39
794,Twitter/X,Carousel,Friday,14,4,75.0,23184,1,30.07,0,10612,73,11,8,92,0.9
795,Instagram,Reel/Short,Monday,0,5,214.0,7822,1,43.27,119,3877,97,15,17,129,3.17
796,TikTok,Image,Sunday,16,6,188.0,13210,0,0.0,0,7731,75,6,13,94,1.39
797,TikTok,Carousel,Friday,23,9,45.0,14324,0,0.0,0,3528,62,8,7,77,2.36
798,Twitter/X,Image,Tuesday,12,9,264.0,5995,1,7.13,0,1126,4,0,0,4,0.51
799,LinkedIn,Video,Thursday,14,7,88.0,4895,0,0.0,18,1126,5,0,1,6,0.73
800,TikTok,Reel/Short,Tuesday,15,8,50.0,28898,0,0.0,18,10874,179,13,20,212,2.48
801,LinkedIn,Video,Sunday,15,10,163.0,33853,1,22.79,20,14794,152,32,18,202,1.67
802,Instagram,Reel/Short,Monday,1,3,11.0,25956,0,0.0,164,37551,886,134,199,1219,2.96
803,Twitter/X,Carousel,Thursday,16,4,140.0,70745,0,0.0,0,11412,72,10,21,103,0.98
804,Twitter/X,Video,Saturday,10,14,187.0,7361,1,197.34,20,4837,85,17,28,130,2.44
805,Facebook,Image,Wednesday,7,4,201.0,84262,1,103.04,0,15111,174,33,17,224,1.76
806,LinkedIn,Video,Friday,19,7,176.0,4959,0,0.0,23,2669,25,5,2,32,1.31
807,TikTok,Video,Tuesday,2,8,280.0,4385,0,0.0,73,4492,51,11,4,66,1.78
808,TikTok,Image,Monday,11,6,82.0,1927,1,287.86,0,2151,47,6,9,62,2.93
809,Facebook,Video,Wednesday,19,14,182.0,8181,1,115.26,97,2167,31,6,8,45,2.33
810,Instagram,Video,Friday,15,4,31.0,7676,1,75.0,9,4095,55,8,9,72,1.75
811,TikTok,Text,Wednesday,13,2,124.0,23825,0,0.0,0,5260,68,11,18,97,1.71
812,TikTok,Carousel,Friday,15,0,285.0,17470,0,0.0,0,11817,207,36,52,295,2.38
813,Instagram,Text,Saturday,20,10,200.0,3596,0,0.0,0,2844,31,3,12,46,1.82
814,TikTok,Image,Thursday,16,8,281.0,8673,1,423.07,0,8619,187,21,22,230,3.4
815,TikTok,Image,Wednesday,10,4,22.0,8878,1,50.39,0,8295,178,17,14,209,2.79
816,Twitter/X,Carousel,Wednesday,16,8,299.0,1893,0,0.0,0,744,5,1,0,6,1.15
817,Twitter/X,Video,Wednesday,18,9,275.0,4541,0,0.0,14,3597,39,8,3,50,1.74
818,Facebook,Image,Thursday,21,14,57.0,5722,0,0.0,0,2612,26,3,8,37,1.46
819,Instagram,Reel/Short,Monday,0,11,298.0,64665,1,42.25,148,27304,459,75,77,611,2.57
820,Facebook,Text,Friday,11,12,56.0,16491,1,56.2,0,5774,42,8,10,60,1.15
821,TikTok,Carousel,Saturday,14,13,220.0,27677,0,0.0,0,16263,160,18,25,203,1.38
822,Instagram,Image,Wednesday,17,3,76.0,2569,0,0.0,0,561,8,0,1,9,2.2
823,Facebook,Text,Sunday,22,4,32.0,49693,0,0.0,0,6014,25,3,3,31,0.66
824,Facebook,Carousel,Thursday,13,3,256.0,55893,0,0.0,0,34975,324,64,52,440,1.31
825,Twitter/X,Text,Monday,0,1,39.0,1482,1,20.67,0,349,1,0,0,1,0.66
826,TikTok,Text,Friday,12,11,205.0,6149,1,181.0,0,2148,23,2,7,32,1.49
827,Facebook,Reel/Short,Thursday,14,0,253.0,23048,0,,23,16828,130,11,34,175,1.25
828,Facebook,Carousel,Saturday,6,7,103.0,27141,0,0.0,0,17985,154,24,33,211,1.18
829,LinkedIn,Image,Saturday,14,3,144.0,6333,1,103.79,0,3219,23,4,1,28,1.08
830,Facebook,Carousel,Friday,19,4,87.0,9546,0,0.0,0,5795,51,8,16,75,1.31
831,Instagram,Carousel,Wednesday,9,5,52.0,6924,0,0.0,0,6433,118,16,10,144,2.86
832,Facebook,Text,Saturday,13,13,282.0,15085,1,37.42,0,6672,67,6,25,98,1.66
833,Instagram,Image,Monday,5,7,252.0,49856,1,102.26,0,19686,171,31,35,237,1.14
834,Instagram,Image,Thursday,13,10,181.0,5720,1,31.68,0,3146,62,7,7,76,3.0
835,Facebook,Reel/Short,Monday,23,7,56.0,40171,0,0.0,146,21463,334,32,63,429,2.11
836,Facebook,Text,Wednesday,21,6,83.0,5654,0,0.0,0,522,4,0,1,5,1.04
837,TikTok,Reel/Short,Monday,11,3,68.0,5258,0,0.0,112,3707,65,13,10,88,2.48
838,Facebook,Text,Monday,10,5,12.0,32874,0,0.0,0,7476,34,5,5,44,0.68
839,Twitter/X,Carousel,Tuesday,19,3,218.0,36832,1,45.33,0,7605,61,10,6,77,1.24
840,Twitter/X,Carousel,Monday,21,14,29.0,34082,0,0.0,0,7453,80,8,17,105,1.38
841,Instagram,Reel/Short,Friday,23,13,260.0,3142,1,30.73,138,2516,38,2,3,43,2.06
842,LinkedIn,Carousel,Thursday,18,6,,8002,0,0.0,0,4225,37,3,10,50,1.2
843,Instagram,Carousel,Tuesday,1,11,202.0,33033,0,0.0,0,32397,302,47,103,452,1.36
844,TikTok,Image,Thursday,21,12,98.0,13984,1,,0,13208,281,23,86,390,2.77
845,Instagram,Video,Thursday,19,11,211.0,4100,0,0.0,122,3579,54,10,5,69,2.05
846,Facebook,Text,Wednesday,0,14,,22118,0,0.0,0,4361,23,2,5,30,0.82
847,Instagram,Image,Wednesday,7,12,182.0,6085,0,0.0,0,2062,24,3,2,29,1.65
848,TikTok,Image,Tuesday,13,12,79.0,96180,0,0.0,0,42186,903,133,216,1252,3.12
849,Twitter/X,Video,Saturday,8,10,,73081,0,0.0,57,46646,527,96,186,809,1.88
850,Twitter/X,Image,Sunday,1,13,298.0,25965,0,0.0,0,9259,121,13,25,159,1.72
851,Instagram,Image,Wednesday,22,0,172.0,59701,1,91.7,0,50993,239,52,85,376,0.75
852,LinkedIn,Video,Sunday,4,4,119.0,14346,1,46.34,106,7062,49,6,14,69,1.0
853,Instagram,Reel/Short,Wednesday,22,14,43.0,31007,0,0.0,135,14747,252,45,39,336,2.57
854,TikTok,Carousel,Wednesday,7,13,277.0,67879,0,0.0,0,53699,1025,174,269,1468,2.86
855,Instagram,Image,Thursday,15,9,139.0,17501,0,0.0,0,9721,77,6,5,88,1.15
856,Instagram,Image,Tuesday,21,11,236.0,10089,0,0.0,0,6785,101,14,16,131,1.87
857,Instagram,Carousel,Thursday,15,14,43.0,2048,0,0.0,0,1442,22,3,3,28,2.25
858,Facebook,Video,Friday,12,9,295.0,12192,1,,119,12160,211,46,79,336,2.74
859,Twitter/X,Reel/Short,Thursday,19,14,51.0,33049,0,0.0,40,28558,443,84,80,607,2.15
860,Instagram,Carousel,Sunday,14,3,,37805,1,6.87,0,43546,692,69,193,954,2.46
861,LinkedIn,Text,Sunday,0,10,99.0,23267,1,170.65,0,1454,8,0,2,10,0.91
862,Facebook,Image,Friday,21,6,17.0,7365,1,197.47,0,1762,24,3,8,35,2.24
863,Twitter/X,Carousel,Monday,2,12,150.0,1518,0,0.0,0,231,1,0,0,1,1.25
864,Facebook,Image,Monday,5,8,69.0,7748,0,0.0,0,2018,20,1,3,24,1.47
865,Facebook,Reel/Short,Friday,21,4,232.0,9558,1,86.35,62,6039,44,7,12,63,1.08
866,Twitter/X,Carousel,Friday,13,3,246.0,9468,0,0.0,0,5344,66,11,16,93,1.94
867,Instagram,Video,Thursday,3,14,12.0,26381,1,167.75,22,19135,206,31,46,283,1.43
868,Instagram,Image,Friday,17,8,47.0,118686,0,0.0,0,112929,997,114,79,1190,1.41
869,TikTok,Image,Tuesday,14,4,248.0,15304,0,0.0,0,17662,280,25,36,341,2.02
870,TikTok,Carousel,Monday,8,8,185.0,10525,1,18.7,0,4261,92,11,30,133,3.02
871,Facebook,Image,Monday,17,7,89.0,10045,1,26.96,0,5949,11,1,2,14,0.33
872,Instagram,Carousel,Saturday,2,3,159.0,15318,1,9.59,0,10898,190,13,33,236,2.21
873,Twitter/X,Image,Friday,9,10,279.0,5371,1,5.44,0,1710,15,1,2,18,1.36
874,Facebook,Carousel,Wednesday,16,10,27.0,15248,0,,0,9292,113,17,12,142,1.78
875,Instagram,Reel/Short,Wednesday,6,6,119.0,21936,0,0.0,168,7764,110,15,15,140,2.17
876,Instagram,Text,Friday,14,4,103.0,16825,1,196.2,0,9425,99,10,21,130,1.41
877,LinkedIn,Text,Tuesday,0,9,108.0,22099,0,,0,4763,15,1,5,21,0.48
878,LinkedIn,Image,Wednesday,10,3,55.0,21528,1,88.84,0,9548,54,6,10,70,0.92
879,Instagram,Image,Saturday,16,4,116.0,1902,0,0.0,0,2155,19,2,3,24,1.49
880,Instagram,Carousel,Sunday,4,4,248.0,26918,0,0.0,0,20170,258,24,56,338,1.72
881,Instagram,Video,Friday,6,10,,6386,0,0.0,102,1938,33,6,6,45,2.64
882,LinkedIn,Video,Tuesday,18,14,76.0,4002,0,0.0,134,907,8,0,3,11,1.47
883,Instagram,Image,Tuesday,23,8,143.0,3964,1,117.13,0,1790,33,6,6,45,2.68
884,Instagram,Image,Thursday,14,11,235.0,21523,1,113.44,0,5635,109,8,21,138,2.56
885,LinkedIn,Image,Tuesday,2,8,243.0,10458,0,0.0,0,4380,31,6,7,44,1.09
886,Instagram,Reel/Short,Wednesday,14,5,257.0,2100,0,0.0,70,1259,26,5,8,39,3.17
887,LinkedIn,Image,Sunday,4,13,53.0,22603,0,0.0,0,12060,54,8,11,73,0.59
888,Instagram,Carousel,Wednesday,22,3,76.0,2741,0,0.0,0,2347,23,5,3,31,1.56
889,Instagram,Image,Friday,11,14,267.0,15580,0,0.0,0,5018,67,5,7,79,1.87
890,Instagram,Carousel,Sunday,19,1,226.0,17367,0,0.0,0,15316,319,27,95,441,2.63
891,LinkedIn,Video,Friday,4,13,81.0,35388,0,0.0,53,11681,85,8,23,116,0.95
892,TikTok,Reel/Short,Tuesday,2,2,66.0,94831,0,0.0,94,93089,2044,248,182,2474,3.59
893,TikTok,Reel/Short,Saturday,8,1,161.0,2977,0,0.0,41,3414,107,13,34,154,4.73
894,Facebook,Video,Monday,8,4,298.0,12610,0,0.0,165,1967,18,3,4,25,1.5
895,LinkedIn,Reel/Short,Sunday,6,5,129.0,9857,0,0.0,154,5549,61,4,11,76,1.39
896,Instagram,Reel/Short,Thursday,1,10,233.0,21528,0,0.0,74,17863,479,53,31,563,3.37
897,Instagram,Reel/Short,Monday,22,4,165.0,16936,0,0.0,37,20265,179,20,57,256,1.37
898,TikTok,Reel/Short,Tuesday,22,1,33.0,9065,1,16.26,32,13046,286,43,34,363,2.99
899,Instagram,Image,Tuesday,20,11,118.0,8225,0,0.0,0,3817,90,17,23,130,3.09
900,Instagram,Carousel,Monday,15,4,83.0,3912,1,68.14,0,922,11,1,0,12,1.92
901,Instagram,Image,Thursday,8,8,,39602,0,0.0,0,30851,263,38,86,387,1.34
902,Instagram,Image,Sunday,12,3,110.0,22139,1,31.58,0,30922,467,67,42,576,2.51
903,Instagram,Reel/Short,Sunday,18,11,135.0,36663,0,0.0,114,39363,1010,190,143,1343,3.76
904,Twitter/X,Video,Monday,19,9,177.0,9495,1,4.29,53,3191,32,2,4,38,1.29
905,Facebook,Text,Friday,16,1,268.0,6486,0,0.0,0,780,6,1,0,7,1.04
906,TikTok,Reel/Short,Wednesday,5,2,289.0,4080,1,96.79,143,2819,54,7,12,73,3.07
907,TikTok,Reel/Short,Saturday,3,2,6.0,19827,0,0.0,39,16320,239,30,39,308,2.29
908,Facebook,Reel/Short,Friday,0,8,237.0,4256,0,0.0,171,2090,24,5,8,37,1.72
909,Instagram,Image,Sunday,17,3,255.0,102081,1,142.57,0,82845,1958,371,429,2758,3.13
910,Facebook,Image,Wednesday,18,14,112.0,3170,0,0.0,0,1054,12,1,2,15,1.62
911,Twitter/X,Video,Saturday,8,0,280.0,18052,1,15.12,73,2915,30,2,4,36,1.49
912,Instagram,Image,Saturday,12,0,184.0,74872,0,0.0,0,50903,678,117,124,919,1.86
913,Twitter/X,Image,Saturday,7,14,217.0,25822,0,0.0,0,14617,153,20,18,191,1.69
914,Facebook,Video,Tuesday,22,6,297.0,16207,1,118.97,128,7639,110,14,32,156,2.08
915,Twitter/X,Text,Saturday,12,6,76.0,4603,0,0.0,0,2156,19,1,2,22,1.11
916,Facebook,Carousel,Thursday,14,1,287.0,2922,0,0.0,0,1272,10,1,3,14,1.37
917,Instagram,Video,Monday,10,8,179.0,31165,1,17.11,20,15350,312,55,55,422,2.89
